cod_municipio;cod_provincia;cp;direccion;dormit_totales;estudio;fecha_alta;habdoble;habindi;municipio;nombre;numplazasdoble;numplazasindi;plazas_totales;provincia;ref_catastral;rural;signatura;superficie;web
14;3;;C CANALEJAS, 8 Pl:3 Pt:IZ;3.0;N;16/05/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 466830-A;6;0;6;ALICANTE/ALACANT;9770601YH1497B0006MW;N;CV-VUT0466830-A;;
14;3;3001.0;AV ALFONSO EL SABIO, 15, Es:1 Pl:04 Pt:DR;3.0;N;26/09/2017;3.0;0.0;ALACANT/ALICANTE;Vivienda 458741-A;6;0;6;ALICANTE/ALACANT;9775701YH1497F0009OK;N;CV-VUT0458741-A;108.0;
14;3;3001.0;AV ALFONSO EL SABIO, 15, Es:1 Pl:AT Pt:00;1.0;N;04/05/2018;1.0;0.0;ALACANT/ALICANTE;Vivienda 466300-A;2;0;2;ALICANTE/ALACANT;9775701YH1497F0013PL;N;CV-VUT0466300-A;25.0;
14;3;3001.0;AV ALFONSO EL SABIO, 17, Es:1 Pl:01 Pt:A;2.0;N;12/12/2016;2.0;0.0;ALACANT/ALICANTE;Vivienda 451753-A;4;0;4;ALICANTE/ALACANT;9774402YH1497D0003KJ;N;CV-VUT0451753-A;99.0;
14;3;3001.0;AV ALFONSO EL SABIO, 17, Es:1 Pl:02 Pt:A;3.0;N;05/06/2017;1.0;2.0;ALACANT/ALICANTE;Vivienda 456113-A;2;2;4;ALICANTE/ALACANT;9774402YH1497D0005BL;N;CV-VUT0456113-A;99.0;
14;3;3001.0;AV ALFONSO EL SABIO, 43, Es:1 Pl:02 Pt:A;3.0;N;20/07/2017;2.0;1.0;ALACANT/ALICANTE;Vivienda 457350-A;4;1;5;ALICANTE/ALACANT;9574801YH1497D0005BL;N;CV-VUT0457350-A;116.0;
14;3;3001.0;AV DR GADEA, 24, Es:1 Pl:06 Pt:A;3.0;N;25/11/2016;3.0;0.0;ALACANT/ALICANTE;Vivienda 451534-A;6;0;6;ALICANTE/ALACANT;9670401YH1497B0061FH;N;CV-VUT0451534-A;153.0;
14;3;3001.0;AV FEDERICO SOTO, 22, Es:1 Pl:06 Pt:DR;2.0;N;05/04/2018;2.0;0.0;ALACANT/ALICANTE;Vivienda 465147-A;4;0;4;ALICANTE/ALACANT;9473512YH1497C0015ZJ;N;CV-VUT0465147-A;87.0;
14;3;3001.0;CL ANGEL LOZANO, 14, Es:1 Pl:04 Pt:IZ;5.0;N;29/12/2017;5.0;0.0;ALACANT/ALICANTE;Vivienda 462218-A;10;0;10;ALICANTE/ALACANT;9674808YH1497D0010IZ;N;CV-VUT0462218-A;174.0;
14;3;3001.0;CL ANTONIO GALDO CHAPULI, 15, Es:1 Pl:+1 Pt:A;1.0;N;18/12/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 461435-A;2;0;2;ALICANTE/ALACANT;9771104YH1497B0012GT;N;CV-VUT0461435-A;44.0;
14;3;3001.0;CL ANTONIO GALDO CHAPULI, 15, Es:1 Pl:02 Pt:D;1.0;N;05/06/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 456173-A;2;0;2;ALICANTE/ALACANT;9771104YH1497B0010DE;N;CV-VUT0456173-A;32.0;
14;3;3001.0;CL BAILEN, 16, Bloque:C Es:1 Pl:01 Pt:F;4.0;N;10/08/2018;4.0;0.0;ALACANT/ALICANTE;Vivienda 470275-A;8;0;8;ALICANTE/ALACANT;9973905YH1497D0164ZJ;N;CV-VUT0470275-A;161.0;
14;3;3001.0;CL BAILEN, 18, Es:1 Pl:02 Pt:DR;1.0;N;18/07/2016;1.0;0.0;ALACANT/ALICANTE;Vivienda 449071-A;2;0;2;ALICANTE/ALACANT;9973912YH1497D0006FB;N;CV-VUT0449071-A;134.0;
14;3;3001.0;CL BAILEN, 18, Es:1 Pl:03 Pt:DR;2.0;N;07/06/2018;2.0;0.0;ALACANT/ALICANTE;Vivienda 468013-A;4;0;4;ALICANTE/ALACANT;9973912YH1497D0008HX;N;CV-VUT0468013-A;134.0;
14;3;3001.0;CL BAILEN, 3, Es:1 Pl:01 Pt:D;2.0;N;06/03/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 453451-A;4;0;4;ALICANTE/ALACANT;9972707YH1497B0013PY;N;CV-VUT0453451-A;76.0;
14;3;3001.0;CL BARON DE FINESTRAT, 13, Es:1 Pl:+1 Pt:01;3.0;N;21/11/2018;1.0;2.0;ALACANT/ALICANTE;Vivienda 472085-A;2;2;4;ALICANTE/ALACANT;9871509YH1497B0006LW;N;CV-VUT0472085-A;67.0;
14;3;3001.0;CL BARON DE FINESTRAT, 52, Es:1 Pl:01 Pt:01;6.0;N;17/03/2023;6.0;0.0;ALACANT/ALICANTE;Vivienda 496236-A;12;0;12;ALICANTE/ALACANT;9671605YH1497B0002XZ;N;CV-VUT0496236-A;90.0;
14;3;3001.0;CL BARON DE FINESTRAT, 52, Es:1 Pl:02 Pt:01;6.0;N;17/03/2023;6.0;0.0;ALACANT/ALICANTE;Vivienda 496238-A;12;0;12;ALICANTE/ALACANT;9671605YH1497B0003MX;N;CV-VUT0496238-A;90.0;
14;3;3001.0;CL BARON DE FINESTRAT, 52, Es:1 Pl:03 Pt:01;6.0;N;17/03/2023;6.0;0.0;ALACANT/ALICANTE;Vivienda 496239-A;12;0;12;ALICANTE/ALACANT;9671605YH1497B0004QM;N;CV-VUT0496239-A;90.0;
14;3;3001.0;CL BAZAN, 16, Es:T Pl:OD Pt:OS;1.0;S;24/05/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 455745-A;2;0;2;ALICANTE/ALACANT;9873812YH1497D0001DG;N;CV-VUT0455745-A;59.98;
14;3;3001.0;CL BAZAN, 16, Es:T Pl:OD Pt:OS;3.0;N;24/05/2017;3.0;0.0;ALACANT/ALICANTE;Vivienda 455743-A;6;0;6;ALICANTE/ALACANT;9873812YH1497D0001DG;N;CV-VUT0455743-A;176.0;
14;3;3001.0;CL BAZAN, 16, Es:T Pl:OD Pt:OS;3.0;N;24/05/2017;3.0;0.0;ALACANT/ALICANTE;Vivienda 455744-A;6;0;6;ALICANTE/ALACANT;9873812YH1497D0001DG;N;CV-VUT0455744-A;144.68;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:03 Pt:01;1.0;N;16/01/2015;1.0;0.0;ALACANT/ALICANTE;;2;0;2;ALICANTE/ALACANT;9873805YH1497D0065MG;N;CV-VUT0441794-A;48.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:03 Pt:02;1.0;N;16/01/2015;1.0;0.0;ALACANT/ALICANTE;;2;0;2;ALICANTE/ALACANT;9873805YH1497D0066QH;N;CV-VUT0441793-A;48.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:03 Pt:03;1.0;N;10/01/2018;1.0;0.0;ALACANT/ALICANTE;Vivienda 462532-A;2;0;2;ALICANTE/ALACANT;9873805YH1497D0067WJ;N;CV-VUT0462532-A;47.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:03 Pt:08;1.0;N;26/09/2015;1.0;0.0;ALACANT/ALICANTE;;2;0;2;ALICANTE/ALACANT;9873805YH1497D0072RL;N;CV-VUT0444414-A;39.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:04 Pt:01;1.0;N;09/04/2018;1.0;0.0;ALACANT/ALICANTE;;2;0;2;ALICANTE/ALACANT;9873805YH1497D0075UX;N;CV-VUT0465238-A;48.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:04 Pt:08;1.0;N;01/08/2016;1.0;0.0;ALACANT/ALICANTE;Vivienda 449304-A;2;0;2;ALICANTE/ALACANT;9873805YH1497D0082AE;N;CV-VUT0449304-A;53.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:07 Pt:01;2.0;N;13/11/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 459800-A;4;0;4;ALICANTE/ALACANT;9873805YH1497D0088JO;N;CV-VUT0459800-A;93.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:07 Pt:03;1.0;N;07/11/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 459701-A;2;0;2;ALICANTE/ALACANT;9873805YH1497D0098QH;N;CV-VUT0459701-A;78.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:07 Pt:07;1.0;N;25/07/2014;1.0;0.0;ALACANT/ALICANTE;Vivienda 440774-A;2;0;2;ALICANTE/ALACANT;9873805YH1497D0102RL;N;CV-VUT0440774-A;76.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:07 Pt:08;2.0;N;26/01/2018;2.0;0.0;ALACANT/ALICANTE;Vivienda 463133-A;4;0;4;ALICANTE/ALACANT;9873805YH1497D0103TB;N;CV-VUT0463133-A;70.0;
14;3;3001.0;CL BAZAN, 20, Es:1 Pl:EN Pt:21;3.0;N;13/03/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 464552-A;6;0;6;ALICANTE/ALACANT;9873805YH1497D0026LA;N;CV-VUT0464552-A;135.0;
14;3;3001.0;CL BAZAN, 24, Es:1 Pl:04 Pt:B;2.0;N;01/02/2018;2.0;0.0;ALACANT/ALICANTE;Vivienda 463353-A;4;0;4;ALICANTE/ALACANT;9873801YH1497D0012KM;N;CV-VUT0463353-A;92.0;
14;3;3001.0;CL BAZAN, 34, Pl:01 Pt:B;2.0;N;23/05/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 455666-A;4;0;4;ALICANTE/ALACANT;9874118YH1497D0040WL;N;CV-VUT0455666-A;88.0;
14;3;3001.0;CL BAZAN, 45, Es:1 Pl:02 Pt:DR;2.0;N;13/01/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 452426-A;4;0;4;ALICANTE/ALACANT;9774803YH1497D0005XL;N;CV-VUT0452426-A;100.0;
14;3;3001.0;CL BAZAN, 46, Es:1 Pl:01 Pt:B;3.0;N;18/04/2018;2.0;1.0;ALACANT/ALICANTE;Vivienda 465653-A;4;1;5;ALICANTE/ALACANT;9775717YH1497F0005UF;N;CV-VUT0465653-A;121.0;
14;3;3001.0;CL BAZAN, 52, Es:1 Pl:02 Pt:01;3.0;N;27/02/2017;2.0;1.0;ALACANT/ALICANTE;Vivienda 453249-A;4;1;5;ALICANTE/ALACANT;9775715YH1497F0003PS;N;CV-VUT0453249-A;109.0;https://lamarimorena.net/
14;3;3001.0;CL BAZAN, 53, Es:1 Pl:+1 Pt:01;1.0;N;26/12/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 461927-A;2;0;2;ALICANTE/ALACANT;9774408YH1497D0014AW;N;CV-VUT0461927-A;103.0;
14;3;3001.0;CL BAZAN, 53, Es:1 Pl:06 Pt:01;3.0;N;03/10/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 470961-A;6;0;6;ALICANTE/ALACANT;9774408YH1497D0013PQ;N;CV-VUT0470961-A;137.0;
14;3;3001.0;CL BAZAN, 7, Es:1 Pl:02 Pt:DR;3.0;N;31/05/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 467642-A;6;0;6;ALICANTE/ALACANT;9872304YH1497D0009BM;N;CV-VUT0467642-A;93.0;
14;3;3001.0;CL BAZAN, 8, Es:T Pl:OD Pt:OS;1.0;N;26/05/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 455823-A;2;0;2;ALICANTE/ALACANT;9872409YH1497D0001GG;N;CV-VUT0455823-A;120.0;
14;3;3001.0;CL BILBAO, 2, Es:1 Pl:01 Pt:A;4.0;N;16/05/2018;4.0;0.0;ALACANT/ALICANTE;Vivienda 466820-A;8;0;8;ALICANTE/ALACANT;9971618YH1497B0012ET;N;CV-VUT0466820-A;178.0;
14;3;3001.0;CL BILBAO, 3, Es:1 Pl:02 Pt:C;4.0;N;22/11/2018;3.0;1.0;ALACANT/ALICANTE;Vivienda 472127-A;6;1;7;ALICANTE/ALACANT;0071403YH2407A0012EK;N;CV-VUT0472127-A;60.0;
14;3;3001.0;CL BILBAO, 6, Es:1 Pl:03 Pt:DR;2.0;N;02/03/2018;2.0;0.0;ALACANT/ALICANTE;Vivienda 464324-A;4;0;4;ALICANTE/ALACANT;9971610YH1497B0012MT;N;CV-VUT0464324-A;71.0;
14;3;3001.0;CL CADIZ, 5, Es:1 Pl:04 Pt:A;2.0;N;03/11/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 459643-A;4;0;4;ALICANTE/ALACANT;9972805YH1497B0008JR;N;CV-VUT0459643-A;88.0;
14;3;3001.0;CL CADIZ, 5, Es:1 Pl:04 Pt:D;2.0;N;30/03/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 454071-A;4;0;4;ALICANTE/ALACANT;9972805YH1497B0009KT;N;CV-VUT0454071-A;81.0;
14;3;3001.0;CL CANALEJAS, 14, Es:1 Pl:02 Pt:B;1.0;N;11/04/2018;1.0;0.0;ALACANT/ALICANTE;Vivienda 465372-A;2;0;2;ALICANTE/ALACANT;9770202YH1497B0008KR;N;CV-VUT0465372-A;80.0;
14;3;3001.0;CL CANALEJAS, 8, Es:1 Pl:02 Pt:A;3.0;N;15/11/2017;3.0;0.0;ALACANT/ALICANTE;Vivienda 459829-A;6;0;6;ALICANTE/ALACANT;9770601YH1497B0003BX;N;CV-VUT0459829-A;116.0;
14;3;3001.0;CL CANDIDA JIMENO GARGALLO, 5, Pl:04 Pt:D;2.0;N;03/05/2018;2.0;0.0;ALACANT/ALICANTE;Vivienda 466237-A;4;0;4;ALICANTE/ALACANT;9873601YH1497D0018HY;N;CV-VUT0466237-A;102.0;
14;3;3001.0;CL CASTAÑOS, 13, Es:1 Pl:+1 Pt:D;1.0;N;26/04/2018;1.0;0.0;ALACANT/ALICANTE;Vivienda 466045-A;2;0;2;ALICANTE/ALACANT;9873815YH1497D0010MZ;N;CV-VUT0466045-A;70.0;
14;3;3001.0;CL CASTAÑOS, 16, Es:1 Pl:02 Pt:IZ;3.0;N;28/11/2017;3.0;0.0;ALACANT/ALICANTE;Vivienda 460513-A;6;0;6;ALICANTE/ALACANT;9972304YH1497D0007PZ;N;CV-VUT0460513-A;180.0;
14;3;3001.0;CL CASTAÑOS, 16, Es:1 Pl:03 Pt:IZ;4.0;N;22/03/2017;4.0;0.0;ALACANT/ALICANTE;Vivienda 453762-A;8;0;8;ALICANTE/ALACANT;9972304YH1497D0009SM;N;CV-VUT0453762-A;243.0;
14;3;3001.0;CL CASTAÑOS, 21, Pl:04 Pt:01;2.0;N;26/05/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 455841-A;4;0;4;ALICANTE/ALACANT;9873307YH1497D0006EB;N;CV-VUT0455841-A;82.0;
14;3;3001.0;CL CASTAÑOS, 21, Pl:05 Pt:01;1.0;N;26/05/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 455842-A;2;0;2;ALICANTE/ALACANT;9873307YH1497D0007RZ;N;CV-VUT0455842-A;46.0;
14;3;3001.0;CL CASTAÑOS, 29, Pl:02 Pt:01;3.0;N;22/02/2016;3.0;0.0;ALACANT/ALICANTE;Vivienda 445954-A;6;0;6;ALICANTE/ALACANT;9874108YH1497D0004UK;N;CV-VUT0445954-A;178.0;
14;3;3001.0;CL CASTAÑOS, 4, Es:1 Pl:04 Pt:01;4.0;N;02/05/2017;4.0;0.0;ALACANT/ALICANTE;Vivienda 454897-A;8;0;8;ALICANTE/ALACANT;9972809YH1497B0005RQ;N;CV-VUT0454897-A;193.0;
14;3;3001.0;CL CASTAÑOS, 40, Es:1 Pl:02 Pt:DR;3.0;N;27/10/2016;3.0;0.0;ALACANT/ALICANTE;Vivienda 450881-A;6;0;6;ALICANTE/ALACANT;9875105YH1497F0005OF;N;CV-VUT0450881-A;135.0;
14;3;3001.0;CL CASTAÑOS, 43, Es:1 Pl:01 Pt:IZ;3.0;N;04/10/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 470983-A;6;0;6;ALICANTE/ALACANT;9775707YH1497F0005DF;N;CV-VUT0470983-A;78.0;
14;3;3001.0;CL CASTAÑOS, 8, Es:1 Pl:01 Pt:07;1.0;N;07/12/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 461122-A;2;0;2;ALICANTE/ALACANT;9972210YH1497B0015GI;N;CV-VUT0461122-A;33.0;
14;3;3001.0;CL CASTAÑOS, 9, Es:1 Pl:04 Pt:A;3.0;N;25/10/2017;3.0;0.0;ALACANT/ALICANTE;Vivienda 459450-A;6;0;6;ALICANTE/ALACANT;9872403YH1497D0022XU;N;CV-VUT0459450-A;109.0;
14;3;3001.0;CL CASTAÑOS, 9, Es:1 Pl:04 Pt:C;3.0;N;06/05/2016;3.0;0.0;ALACANT/ALICANTE;Vivienda 447300-A;6;0;6;ALICANTE/ALACANT;9872403YH1497D0024QO;N;CV-VUT0447300-A;104.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438408-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438408-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438409-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438409-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438410-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438410-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438411-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438411-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438412-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438412-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438413-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438413-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438414-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438414-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438415-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438415-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;1.0;N;02/05/2013;1.0;0.0;ALACANT/ALICANTE;Vivienda 438416-A;2;0;2;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438416-A;429.0;
14;3;3001.0;CL CID, 11, Es:T Pl:OD Pt:OS;2.0;N;02/05/2013;2.0;0.0;ALACANT/ALICANTE;Vivienda 438417-A;4;0;4;ALICANTE/ALACANT;9770402YH1497B0001LB;N;CV-VUT0438417-A;429.0;
14;3;3001.0;CL CID, 13, Es:1 Pl:01 Pt:B;1.0;N;19/12/2016;1.0;0.0;ALACANT/ALICANTE;Vivienda 451950-A;2;0;2;ALICANTE/ALACANT;9770401YH1497B0019WS;N;CV-VUT0451950-A;65.0;
14;3;3001.0;CL CID, 13, Es:1 Pl:02 Pt:A;1.0;N;28/09/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 458861-A;2;0;2;ALICANTE/ALACANT;9770401YH1497B0023ED;N;CV-VUT0458861-A;67.0;
14;3;3001.0;CL CID, 20, Es:1 Pl:03 Pt:IZ;2.0;N;27/04/2016;2.0;0.0;ALACANT/ALICANTE;Vivienda 447170-A;4;0;4;ALICANTE/ALACANT;9771106YH1497B0008OR;N;CV-VUT0447170-A;78.0;
14;3;3001.0;CL COLON, 21, Es:D Pl:02 Pt:DR;3.0;N;11/08/2015;3.0;;ALACANT/ALICANTE;;6;0;6;ALICANTE/ALACANT;9572702YH1497B0009LT;N;CV-VUT0444010-A;119.0;
14;3;3001.0;CL COLON, 21, Es:I Pl:+1 Pt:IZ;2.0;N;06/07/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 458159-A;4;0;4;ALICANTE/ALACANT;9572702YH1497B0036FM;N;CV-VUT0458159-A;92.0;
14;3;3001.0;CL GERONA, 11, Es:1 Pl:01 Pt:C;3.0;N;11/09/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 470568-A;6;0;6;ALICANTE/ALACANT;9872805YH1497B0006MW;N;CV-VUT0470568-A;89.0;
14;3;3001.0;CL GERONA, 12, Es:1 Pl:01 Pt:DR;3.0;N;25/10/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 471399-A;6;0;6;ALICANTE/ALACANT;9872405YH1497D0005YL;N;CV-VUT0471399-A;98.0;
14;3;3001.0;CL GERONA, 15, Es:1 Pl:01 Pt:C;2.0;N;16/01/2015;2.0;0.0;ALACANT/ALICANTE;Vivienda 441796-A;4;0;4;ALICANTE/ALACANT;9872810YH1497B0008BR;N;CV-VUT0441796-A;98.0;
14;3;3001.0;CL GERONA, 16, Es:1 Pl:01 Pt:DR;2.0;N;22/08/2017;1.0;1.0;ALACANT/ALICANTE;Vivienda 458008-A;2;1;3;ALICANTE/ALACANT;9872307YH1497D0003KJ;N;CV-VUT0458008-A;59.0;
14;3;3001.0;CL GERONA, 16, Es:1 Pl:01 Pt:IZ;3.0;N;30/08/2018;2.0;1.0;ALACANT/ALICANTE;Vivienda 470470-A;4;1;5;ALICANTE/ALACANT;9872307YH1497D0004LK;N;CV-VUT0470470-A;59.0;
14;3;3001.0;CL GERONA, 16, Es:1 Pl:03 Pt:Z;2.0;N;25/10/2018;1.0;1.0;ALACANT/ALICANTE;Vivienda 471398-A;2;1;3;ALICANTE/ALACANT;9872307YH1497D0008MX;N;CV-VUT0471398-A;59.0;
14;3;3001.0;CL GERONA, 23, Es:1 Pl:03 Pt:01;3.0;N;18/12/2017;3.0;0.0;ALACANT/ALICANTE;Vivienda 461388-A;6;0;6;ALICANTE/ALACANT;9771502YH1497B0016JO;N;CV-VUT0461388-A;112.0;
14;3;3001.0;CL GERONA, 29, Pl:01 Pt:A;3.0;N;29/01/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 463221-A;6;0;6;ALICANTE/ALACANT;9771406YH1497B0013MY;N;CV-VUT0463221-A;145.0;
14;3;3001.0;CL GERONA, 29, Pl:01 Pt:B;3.0;N;29/01/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 463222-A;6;0;6;ALICANTE/ALACANT;9771406YH1497B0014QU;N;CV-VUT0463222-A;145.0;
14;3;3001.0;CL GERONA, 29, Pl:02 Pt:A;3.0;N;29/01/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 463223-A;6;0;6;ALICANTE/ALACANT;9771406YH1497B0015WI;N;CV-VUT0463223-A;145.0;
14;3;3001.0;CL GERONA, 29, Pl:02 Pt:B;3.0;N;29/01/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 463224-A;6;0;6;ALICANTE/ALACANT;9771406YH1497B0016EO;N;CV-VUT0463224-A;145.0;
14;3;3001.0;CL GERONA, 29, Pl:03 Pt:A;1.0;N;30/09/2016;1.0;0.0;ALACANT/ALICANTE;Vivienda 450410-A;2;0;2;ALICANTE/ALACANT;9771406YH1497B0017RP;N;CV-VUT0450410-A;145.0;
14;3;3001.0;CL GERONA, 29, Pl:03 Pt:B;3.0;N;29/01/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 463226-A;6;0;6;ALICANTE/ALACANT;9771406YH1497B0018TA;N;CV-VUT0463226-A;145.0;
14;3;3001.0;CL GERONA, 29, Pl:04 Pt:A;3.0;N;29/01/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 463227-A;6;0;6;ALICANTE/ALACANT;9771406YH1497B0019YS;N;CV-VUT0463227-A;145.0;
14;3;3001.0;CL GERONA, 29, Pl:04 Pt:B;3.0;N;29/01/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 463225-A;6;0;6;ALICANTE/ALACANT;9771406YH1497B0020RP;N;CV-VUT0463225-A;145.0;
14;3;3001.0;CL GERONA, 29, Pl:05 Pt:C;1.0;N;30/09/2016;1.0;0.0;ALACANT/ALICANTE;Vivienda 450409-A;2;0;2;ALICANTE/ALACANT;9771406YH1497B0021TA;N;CV-VUT0450409-A;174.0;
14;3;3001.0;CL GERONA, 33, Es:1 Pl:04 Pt:C;3.0;N;18/04/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 465644-A;6;0;6;ALICANTE/ALACANT;9771401YH1497B0017TP;N;CV-VUT0465644-A;85.0;
14;3;3001.0;CL GERONA, 5, Es:1 Pl:01 Pt:IZ;2.0;N;05/02/2018;2.0;0.0;ALACANT/ALICANTE;Vivienda 463449-A;4;0;4;ALICANTE/ALACANT;9972202YH1497B0004IM;N;CV-VUT0463449-A;109.0;
14;3;3001.0;CL JERUSALEN, 10, Es:1 Pl:+1 Pt:01;1.0;N;01/02/2018;1.0;0.0;ALACANT/ALICANTE;Vivienda 463327-A;2;0;2;ALICANTE/ALACANT;9772106YH1497B0006SW;N;CV-VUT0463327-A;65.0;
14;3;3001.0;CL JERUSALEN, 14, Es:1 Pl:06 Pt:DR;2.0;N;18/04/2017;2.0;0.0;ALACANT/ALICANTE;Vivienda 454497-A;4;0;4;ALICANTE/ALACANT;9772310YH1497D0014AW;N;CV-VUT0454497-A;58.0;
14;3;3001.0;CL JERUSALEN, 24, Es:1 Pl:02 Pt:IZ;3.0;N;10/05/2018;2.0;1.0;ALACANT/ALICANTE;Vivienda 466477-A;4;1;5;ALICANTE/ALACANT;9773109YH1497D0011MX;N;CV-VUT0466477-A;69.0;
14;3;3001.0;CL MED MANERO MOLLA, 15, Es:1 Pl:01 Pt:C;1.0;N;11/08/2016;1.0;0.0;ALACANT/ALICANTE;Vivienda 449593-A;2;0;2;ALICANTE/ALACANT;9971601YH1497B0019XS;N;CV-VUT0449593-A;41.0;
14;3;3001.0;CL MED MANERO MOLLA, 15, Es:1 Pl:02 Pt:C;3.0;N;28/06/2018;2.0;1.0;ALACANT/ALICANTE;Vivienda 469033-A;4;1;5;ALICANTE/ALACANT;9971601YH1497B0023MD;N;CV-VUT0469033-A;41.0;
14;3;3001.0;CL MED MANERO MOLLA, 15, Es:1 Pl:04 Pt:B;1.0;N;01/03/2016;1.0;0.0;ALACANT/ALICANTE;Vivienda 446163-A;2;0;2;ALICANTE/ALACANT;9971601YH1497B0030RJ;N;CV-VUT0446163-A;41.0;
14;3;3001.0;CL MED MANERO MOLLA, 15, Es:1 Pl:08 Pt:A2;3.0;N;28/06/2018;3.0;0.0;ALACANT/ALICANTE;Vivienda 469034-A;6;0;6;ALICANTE/ALACANT;9971601YH1497B0044GT;N;CV-VUT0469034-A;60.0;
14;3;3001.0;CL MED MANERO MOLLA, 16, Es:1 Pl:05 Pt:03;1.0;N;29/05/2018;1.0;0.0;ALACANT/ALICANTE;Vivienda 467486-A;2;0;2;ALICANTE/ALACANT;9971402YH1497B0043GR;N;CV-VUT0467486-A;26.0;
14;3;3001.0;CL MED MANERO MOLLA, 6, Es:1 Pl:02 Pt:A;1.0;N;07/03/2017;1.0;0.0;ALACANT/ALICANTE;Vivienda 453462-A;2;0;2;ALICANTE/ALACANT;9971501YH1497B0007OE;N;CV-VUT0453462-A;48.0;
